algorithm,snr_db,trial,detected,n_candidates,threshold
tfmf_1block,-9,42,0,11,12.746935844421387
tfmf_2block,-9,42,0,10,12.793116569519043
sq_det,-9,43,1,10,2.304680824279785
tfmf_1block,-9,43,0,10,12.746935844421387
tfmf_2block,-9,43,0,5,12.793116569519043
sq_det,-9,44,0,7,2.304680824279785
tfmf_1block,-9,44,0,13,12.746935844421387
tfmf_2block,-9,44,0,14,12.793116569519043
sq_det,-9,45,0,12,2.304680824279785
tfmf_1block,-9,45,0,9,12.746935844421387
tfmf_2block,-9,45,0,11,12.793116569519043
sq_det,-9,46,0,7,2.304680824279785
tfmf_1block,-9,46,0,12,12.746935844421387
tfmf_2block,-9,46,0,11,12.793116569519043
sq_det,-9,47,0,7,2.304680824279785
tfmf_1block,-9,47,0,17,12.746935844421387
tfmf_2block,-9,47,0,18,12.793116569519043
sq_det,-9,48,0,8,2.304680824279785
tfmf_1block,-9,48,0,12,12.746935844421387
tfmf_2block,-9,48,0,11,12.793116569519043
sq_det,-9,49,1,13,2.304680824279785
tfmf_1block,-9,49,0,14,12.746935844421387
tfmf_2block,-9,49,0,6,12.793116569519043
sq_det,-8,0,0,11,2.304680824279785
tfmf_1block,-8,0,0,12,12.746935844421387
tfmf_2block,-8,0,0,13,12.793116569519043
sq_det,-8,1,0,8,2.304680824279785
tfmf_1block,-8,1,0,12,12.746935844421387
tfmf_2block,-8,1,0,10,12.793116569519043
sq_det,-8,2,1,9,2.304680824279785
tfmf_1block,-8,2,0,19,12.746935844421387
tfmf_2block,-8,2,0,8,12.793116569519043
sq_det,-8,3,1,5,2.304680824279785
tfmf_1block,-8,3,0,15,12.746935844421387
tfmf_2block,-8,3,0,10,12.793116569519043
sq_det,-8,4,0,2,2.304680824279785
tfmf_1block,-8,4,0,13,12.746935844421387
tfmf_2block,-8,4,0,7,12.793116569519043
sq_det,-8,5,1,7,2.304680824279785
tfmf_1block,-8,5,0,8,12.746935844421387
tfmf_2block,-8,5,1,20,12.793116569519043
sq_det,-8,6,0,15,2.304680824279785
tfmf_1block,-8,6,0,9,12.746935844421387
tfmf_2block,-8,6,0,10,12.793116569519043
sq_det,-8,7,0,7,2.304680824279785
tfmf_1block,-8,7,0,8,12.746935844421387
tfmf_2block,-8,7,0,8,12.793116569519043
sq_det,-8,8,0,7,2.304680824279785
tfmf_1block,-8,8,0,9,12.746935844421387
tfmf_2block,-8,8,0,14,12.793116569519043
sq_det,-8,9,0,8,2.304680824279785
tfmf_1block,-8,9,0,12,12.746935844421387
tfmf_2block,-8,9,0,13,12.793116569519043
sq_det,-8,10,0,21,2.304680824279785
tfmf_1block,-8,10,0,11,12.746935844421387
tfmf_2block,-8,10,0,13,12.793116569519043
sq_det,-8,11,0,11,2.304680824279785
tfmf_1block,-8,11,0,12,12.746935844421387
tfmf_2block,-8,11,0,9,12.793116569519043
sq_det,-8,12,0,11,2.304680824279785
tfmf_1block,-8,12,0,15,12.746935844421387
tfmf_2block,-8,12,0,12,12.793116569519043
sq_det,-8,13,1,8,2.304680824279785
tfmf_1block,-8,13,0,10,12.746935844421387
tfmf_2block,-8,13,0,7,12.793116569519043
sq_det,-8,14,1,16,2.304680824279785
tfmf_1block,-8,14,0,12,12.746935844421387
tfmf_2block,-8,14,0,6,12.793116569519043
sq_det,-8,15,0,10,2.304680824279785
tfmf_1block,-8,15,0,7,12.746935844421387
tfmf_2block,-8,15,0,6,12.793116569519043
sq_det,-8,16,0,9,2.304680824279785
tfmf_1block,-8,16,0,12,12.746935844421387
tfmf_2block,-8,16,0,10,12.793116569519043
sq_det,-8,17,1,20,2.304680824279785
tfmf_1block,-8,17,0,3,12.746935844421387
tfmf_2block,-8,17,0,13,12.793116569519043
sq_det,-8,18,0,13,2.304680824279785
tfmf_1block,-8,18,0,19,12.746935844421387
tfmf_2block,-8,18,0,13,12.793116569519043
sq_det,-8,19,1,8,2.304680824279785
tfmf_1block,-8,19,0,8,12.746935844421387
tfmf_2block,-8,19,0,15,12.793116569519043
sq_det,-8,20,1,8,2.304680824279785
tfmf_1block,-8,20,0,9,12.746935844421387
tfmf_2block,-8,20,0,12,12.793116569519043
sq_det,-8,21,1,2,2.304680824279785
tfmf_1block,-8,21,0,11,12.746935844421387
tfmf_2block,-8,21,0,12,12.793116569519043
sq_det,-8,22,1,14,2.304680824279785
tfmf_1block,-8,22,0,9,12.746935844421387
tfmf_2block,-8,22,0,20,12.793116569519043
sq_det,-8,23,1,15,2.304680824279785
tfmf_1block,-8,23,0,14,12.746935844421387
tfmf_2block,-8,23,0,8,12.793116569519043
sq_det,-8,24,0,8,2.304680824279785
tfmf_1block,-8,24,0,7,12.746935844421387
tfmf_2block,-8,24,0,12,12.793116569519043
sq_det,-8,25,1,11,2.304680824279785
tfmf_1block,-8,25,0,8,12.746935844421387
tfmf_2block,-8,25,0,10,12.793116569519043
sq_det,-8,26,1,6,2.304680824279785
tfmf_1block,-8,26,0,9,12.746935844421387
tfmf_2block,-8,26,0,12,12.793116569519043
sq_det,-8,27,1,8,2.304680824279785
tfmf_1block,-8,27,0,15,12.746935844421387
tfmf_2block,-8,27,0,8,12.793116569519043
sq_det,-8,28,0,4,2.304680824279785
tfmf_1block,-8,28,0,12,12.746935844421387
tfmf_2block,-8,28,0,4,12.793116569519043
sq_det,-8,29,1,8,2.304680824279785
tfmf_1block,-8,29,0,18,12.746935844421387
tfmf_2block,-8,29,0,15,12.793116569519043
sq_det,-8,30,0,8,2.304680824279785
tfmf_1block,-8,30,0,13,12.746935844421387
tfmf_2block,-8,30,0,9,12.793116569519043
sq_det,-8,31,0,7,2.304680824279785
tfmf_1block,-8,31,0,14,12.746935844421387
tfmf_2block,-8,31,0,5,12.793116569519043
sq_det,-8,32,0,10,2.304680824279785
tfmf_1block,-8,32,0,8,12.746935844421387
tfmf_2block,-8,32,0,8,12.793116569519043
sq_det,-8,33,1,6,2.304680824279785
tfmf_1block,-8,33,0,10,12.746935844421387
tfmf_2block,-8,33,0,12,12.793116569519043
sq_det,-8,34,1,21,2.304680824279785
tfmf_1block,-8,34,1,12,12.746935844421387
tfmf_2block,-8,34,0,6,12.793116569519043
sq_det,-8,35,1,12,2.304680824279785
tfmf_1block,-8,35,0,13,12.746935844421387
tfmf_2block,-8,35,0,8,12.793116569519043
sq_det,-8,36,1,12,2.304680824279785
tfmf_1block,-8,36,0,15,12.746935844421387
tfmf_2block,-8,36,0,6,12.793116569519043
sq_det,-8,37,0,4,2.304680824279785
tfmf_1block,-8,37,0,5,12.746935844421387
tfmf_2block,-8,37,0,11,12.793116569519043
sq_det,-8,38,0,9,2.304680824279785
tfmf_1block,-8,38,0,16,12.746935844421387
tfmf_2block,-8,38,0,21,12.793116569519043
sq_det,-8,39,1,7,2.304680824279785
tfmf_1block,-8,39,0,7,12.746935844421387
tfmf_2block,-8,39,0,8,12.793116569519043
sq_det,-8,40,0,4,2.304680824279785
tfmf_1block,-8,40,0,9,12.746935844421387
tfmf_2block,-8,40,0,11,12.793116569519043
sq_det,-8,41,0,13,2.304680824279785
tfmf_1block,-8,41,0,12,12.746935844421387
tfmf_2block,-8,41,0,8,12.793116569519043
sq_det,-8,42,0,10,2.304680824279785
tfmf_1block,-8,42,0,8,12.746935844421387
tfmf_2block,-8,42,0,8,12.793116569519043
sq_det,-8,43,0,11,2.304680824279785
tfmf_1block,-8,43,0,9,12.746935844421387
tfmf_2block,-8,43,0,8,12.793116569519043
sq_det,-8,44,0,10,2.304680824279785
tfmf_1block,-8,44,0,9,12.746935844421387
tfmf_2block,-8,44,0,12,12.793116569519043
sq_det,-8,45,1,10,2.304680824279785
tfmf_1block,-8,45,0,9,12.746935844421387
tfmf_2block,-8,45,0,16,12.793116569519043
sq_det,-8,46,0,4,2.304680824279785
tfmf_1block,-8,46,0,14,12.746935844421387
tfmf_2block,-8,46,0,10,12.793116569519043
sq_det,-8,47,1,13,2.304680824279785
tfmf_1block,-8,47,0,15,12.746935844421387
tfmf_2block,-8,47,0,7,12.793116569519043
sq_det,-8,48,0,6,2.304680824279785
tfmf_1block,-8,48,0,15,12.746935844421387
tfmf_2block,-8,48,0,14,12.793116569519043
sq_det,-8,49,1,7,2.304680824279785
tfmf_1block,-8,49,0,10,12.746935844421387
tfmf_2block,-8,49,0,11,12.793116569519043
sq_det,-7,0,0,4,2.304680824279785
tfmf_1block,-7,0,0,10,12.746935844421387
tfmf_2block,-7,0,0,12,12.793116569519043
sq_det,-7,1,1,9,2.304680824279785
tfmf_1block,-7,1,0,16,12.746935844421387
tfmf_2block,-7,1,0,6,12.793116569519043
sq_det,-7,2,1,16,2.304680824279785
tfmf_1block,-7,2,0,11,12.746935844421387
tfmf_2block,-7,2,0,12,12.793116569519043
sq_det,-7,3,0,6,2.304680824279785
tfmf_1block,-7,3,0,11,12.746935844421387
tfmf_2block,-7,3,0,13,12.793116569519043
sq_det,-7,4,0,7,2.304680824279785
tfmf_1block,-7,4,0,9,12.746935844421387
tfmf_2block,-7,4,0,12,12.793116569519043
sq_det,-7,5,1,9,2.304680824279785
tfmf_1block,-7,5,0,12,12.746935844421387
tfmf_2block,-7,5,0,11,12.793116569519043
sq_det,-7,6,1,12,2.304680824279785
tfmf_1block,-7,6,0,13,12.746935844421387
tfmf_2block,-7,6,0,11,12.793116569519043
sq_det,-7,7,0,7,2.304680824279785
tfmf_1block,-7,7,0,15,12.746935844421387
tfmf_2block,-7,7,0,12,12.793116569519043
sq_det,-7,8,0,12,2.304680824279785
tfmf_1block,-7,8,0,14,12.746935844421387
tfmf_2block,-7,8,0,11,12.793116569519043
sq_det,-7,9,1,9,2.304680824279785
tfmf_1block,-7,9,0,13,12.746935844421387
tfmf_2block,-7,9,0,14,12.793116569519043
sq_det,-7,10,0,6,2.304680824279785
tfmf_1block,-7,10,0,9,12.746935844421387
tfmf_2block,-7,10,0,10,12.793116569519043
sq_det,-7,11,1,4,2.304680824279785
tfmf_1block,-7,11,0,13,12.746935844421387
tfmf_2block,-7,11,0,4,12.793116569519043
sq_det,-7,12,1,6,2.304680824279785
tfmf_1block,-7,12,0,13,12.746935844421387
tfmf_2block,-7,12,0,18,12.793116569519043
sq_det,-7,13,1,9,2.304680824279785
tfmf_1block,-7,13,0,12,12.746935844421387
tfmf_2block,-7,13,0,8,12.793116569519043
sq_det,-7,14,0,8,2.304680824279785
tfmf_1block,-7,14,0,13,12.746935844421387
tfmf_2block,-7,14,0,14,12.793116569519043
sq_det,-7,15,1,10,2.304680824279785
tfmf_1block,-7,15,0,15,12.746935844421387
tfmf_2block,-7,15,0,14,12.793116569519043
sq_det,-7,16,0,9,2.304680824279785
tfmf_1block,-7,16,0,8,12.746935844421387
tfmf_2block,-7,16,0,15,12.793116569519043
sq_det,-7,17,1,19,2.304680824279785
tfmf_1block,-7,17,0,6,12.746935844421387
tfmf_2block,-7,17,0,13,12.793116569519043
sq_det,-7,18,0,8,2.304680824279785
tfmf_1block,-7,18,0,12,12.746935844421387
tfmf_2block,-7,18,0,10,12.793116569519043
sq_det,-7,19,1,5,2.304680824279785
tfmf_1block,-7,19,0,12,12.746935844421387
tfmf_2block,-7,19,0,13,12.793116569519043
sq_det,-7,20,0,12,2.304680824279785
tfmf_1block,-7,20,0,17,12.746935844421387
tfmf_2block,-7,20,0,11,12.793116569519043
sq_det,-7,21,0,14,2.304680824279785
tfmf_1block,-7,21,0,9,12.746935844421387
tfmf_2block,-7,21,0,7,12.793116569519043
sq_det,-7,22,1,7,2.304680824279785
tfmf_1block,-7,22,0,14,12.746935844421387
tfmf_2block,-7,22,0,15,12.793116569519043
sq_det,-7,23,0,15,2.304680824279785
tfmf_1block,-7,23,0,13,12.746935844421387
tfmf_2block,-7,23,0,11,12.793116569519043
sq_det,-7,24,1,17,2.304680824279785
tfmf_1block,-7,24,0,9,12.746935844421387
tfmf_2block,-7,24,0,13,12.793116569519043
sq_det,-7,25,1,17,2.304680824279785
tfmf_1block,-7,25,0,10,12.746935844421387
tfmf_2block,-7,25,0,17,12.793116569519043
sq_det,-7,26,0,5,2.304680824279785
tfmf_1block,-7,26,0,5,12.746935844421387
tfmf_2block,-7,26,0,7,12.793116569519043
sq_det,-7,27,0,7,2.304680824279785
tfmf_1block,-7,27,0,10,12.746935844421387
tfmf_2block,-7,27,0,8,12.793116569519043
sq_det,-7,28,0,15,2.304680824279785
tfmf_1block,-7,28,0,13,12.746935844421387
tfmf_2block,-7,28,0,11,12.793116569519043
sq_det,-7,29,0,9,2.304680824279785
tfmf_1block,-7,29,0,15,12.746935844421387
tfmf_2block,-7,29,0,9,12.793116569519043
sq_det,-7,30,1,6,2.304680824279785
tfmf_1block,-7,30,0,8,12.746935844421387
tfmf_2block,-7,30,0,7,12.793116569519043
sq_det,-7,31,0,16,2.304680824279785
tfmf_1block,-7,31,0,13,12.746935844421387
tfmf_2block,-7,31,0,6,12.793116569519043
sq_det,-7,32,1,16,2.304680824279785
tfmf_1block,-7,32,0,9,12.746935844421387
tfmf_2block,-7,32,0,6,12.793116569519043
sq_det,-7,33,0,9,2.304680824279785
tfmf_1block,-7,33,0,12,12.746935844421387
tfmf_2block,-7,33,0,18,12.793116569519043
sq_det,-7,34,0,12,2.304680824279785
tfmf_1block,-7,34,0,8,12.746935844421387
tfmf_2block,-7,34,0,16,12.793116569519043
sq_det,-7,35,1,6,2.304680824279785
tfmf_1block,-7,35,0,16,12.746935844421387
tfmf_2block,-7,35,0,12,12.793116569519043
sq_det,-7,36,0,5,2.304680824279785
tfmf_1block,-7,36,0,16,12.746935844421387
tfmf_2block,-7,36,0,9,12.793116569519043
sq_det,-7,37,0,8,2.304680824279785
tfmf_1block,-7,37,0,14,12.746935844421387
tfmf_2block,-7,37,0,8,12.793116569519043
sq_det,-7,38,1,14,2.304680824279785
tfmf_1block,-7,38,0,13,12.746935844421387
tfmf_2block,-7,38,0,8,12.793116569519043
sq_det,-7,39,1,8,2.304680824279785
tfmf_1block,-7,39,0,13,12.746935844421387
tfmf_2block,-7,39,0,8,12.793116569519043
sq_det,-7,40,1,11,2.304680824279785
tfmf_1block,-7,40,0,21,12.746935844421387
tfmf_2block,-7,40,0,12,12.793116569519043
sq_det,-7,41,0,6,2.304680824279785
tfmf_1block,-7,41,0,17,12.746935844421387
tfmf_2block,-7,41,0,9,12.793116569519043
sq_det,-7,42,1,16,2.304680824279785
tfmf_1block,-7,42,0,8,12.746935844421387
tfmf_2block,-7,42,0,11,12.793116569519043
sq_det,-7,43,0,11,2.304680824279785
tfmf_1block,-7,43,0,17,12.746935844421387
tfmf_2block,-7,43,0,7,12.793116569519043
sq_det,-7,44,1,10,2.304680824279785
tfmf_1block,-7,44,0,10,12.746935844421387
tfmf_2block,-7,44,0,6,12.793116569519043
sq_det,-7,45,1,11,2.304680824279785
tfmf_1block,-7,45,0,26,12.746935844421387
tfmf_2block,-7,45,0,9,12.793116569519043
sq_det,-7,46,0,11,2.304680824279785
tfmf_1block,-7,46,0,12,12.746935844421387
tfmf_2block,-7,46,0,15,12.793116569519043
sq_det,-7,47,0,17,2.304680824279785
tfmf_1block,-7,47,0,11,12.746935844421387
tfmf_2block,-7,47,0,12,12.793116569519043
sq_det,-7,48,0,9,2.304680824279785
tfmf_1block,-7,48,0,14,12.746935844421387
tfmf_2block,-7,48,0,9,12.793116569519043
sq_det,-7,49,0,6,2.304680824279785
tfmf_1block,-7,49,0,16,12.746935844421387
tfmf_2block,-7,49,0,11,12.793116569519043
sq_det,-6,0,1,8,2.304680824279785
tfmf_1block,-6,0,0,14,12.746935844421387
tfmf_2block,-6,0,0,5,12.793116569519043
sq_det,-6,1,1,8,2.304680824279785
tfmf_1block,-6,1,0,9,12.746935844421387
tfmf_2block,-6,1,0,13,12.793116569519043
sq_det,-6,2,1,10,2.304680824279785
tfmf_1block,-6,2,0,21,12.746935844421387
tfmf_2block,-6,2,0,11,12.793116569519043
sq_det,-6,3,1,10,2.304680824279785
tfmf_1block,-6,3,0,14,12.746935844421387
tfmf_2block,-6,3,0,6,12.793116569519043
sq_det,-6,4,0,8,2.304680824279785
tfmf_1block,-6,4,0,9,12.746935844421387
tfmf_2block,-6,4,0,7,12.793116569519043
sq_det,-6,5,1,13,2.304680824279785
tfmf_1block,-6,5,0,12,12.746935844421387
tfmf_2block,-6,5,0,18,12.793116569519043
sq_det,-6,6,1,8,2.304680824279785
tfmf_1block,-6,6,0,15,12.746935844421387
tfmf_2block,-6,6,0,12,12.793116569519043
sq_det,-6,7,0,5,2.304680824279785
tfmf_1block,-6,7,0,11,12.746935844421387
tfmf_2block,-6,7,0,3,12.793116569519043
sq_det,-6,8,0,11,2.304680824279785
tfmf_1block,-6,8,0,11,12.746935844421387
tfmf_2block,-6,8,0,12,12.793116569519043
sq_det,-6,9,0,13,2.304680824279785
tfmf_1block,-6,9,0,7,12.746935844421387
tfmf_2block,-6,9,0,8,12.793116569519043
sq_det,-6,10,0,8,2.304680824279785
tfmf_1block,-6,10,0,14,12.746935844421387
tfmf_2block,-6,10,0,18,12.793116569519043
sq_det,-6,11,0,14,2.304680824279785
tfmf_1block,-6,11,0,15,12.746935844421387
tfmf_2block,-6,11,0,9,12.793116569519043
sq_det,-6,12,1,9,2.304680824279785
tfmf_1block,-6,12,0,12,12.746935844421387
tfmf_2block,-6,12,0,5,12.793116569519043
sq_det,-6,13,0,10,2.304680824279785
tfmf_1block,-6,13,0,8,12.746935844421387
tfmf_2block,-6,13,0,15,12.793116569519043
sq_det,-6,14,0,9,2.304680824279785
tfmf_1block,-6,14,0,15,12.746935844421387
tfmf_2block,-6,14,0,10,12.793116569519043
sq_det,-6,15,1,13,2.304680824279785
tfmf_1block,-6,15,0,11,12.746935844421387
tfmf_2block,-6,15,0,12,12.793116569519043
sq_det,-6,16,1,9,2.304680824279785
tfmf_1block,-6,16,0,13,12.746935844421387
tfmf_2block,-6,16,0,11,12.793116569519043
sq_det,-6,17,1,7,2.304680824279785
tfmf_1block,-6,17,0,14,12.746935844421387
tfmf_2block,-6,17,0,14,12.793116569519043
sq_det,-6,18,1,11,2.304680824279785
tfmf_1block,-6,18,0,12,12.746935844421387
tfmf_2block,-6,18,0,7,12.793116569519043
sq_det,-6,19,0,12,2.304680824279785
tfmf_1block,-6,19,0,15,12.746935844421387
tfmf_2block,-6,19,0,9,12.793116569519043
sq_det,-6,20,0,2,2.304680824279785
tfmf_1block,-6,20,0,10,12.746935844421387
tfmf_2block,-6,20,0,8,12.793116569519043
sq_det,-6,21,0,9,2.304680824279785
tfmf_1block,-6,21,0,7,12.746935844421387
tfmf_2block,-6,21,0,11,12.793116569519043
sq_det,-6,22,1,11,2.304680824279785
tfmf_1block,-6,22,0,5,12.746935844421387
tfmf_2block,-6,22,0,9,12.793116569519043
sq_det,-6,23,1,7,2.304680824279785
tfmf_1block,-6,23,0,11,12.746935844421387
tfmf_2block,-6,23,0,6,12.793116569519043
sq_det,-6,24,0,10,2.304680824279785
tfmf_1block,-6,24,0,18,12.746935844421387
tfmf_2block,-6,24,0,13,12.793116569519043
sq_det,-6,25,1,5,2.304680824279785
tfmf_1block,-6,25,0,13,12.746935844421387
tfmf_2block,-6,25,0,17,12.793116569519043
sq_det,-6,26,1,8,2.304680824279785
tfmf_1block,-6,26,0,8,12.746935844421387
tfmf_2block,-6,26,0,15,12.793116569519043
sq_det,-6,27,1,12,2.304680824279785
tfmf_1block,-6,27,0,15,12.746935844421387
tfmf_2block,-6,27,0,10,12.793116569519043
sq_det,-6,28,0,16,2.304680824279785
tfmf_1block,-6,28,0,11,12.746935844421387
tfmf_2block,-6,28,0,15,12.793116569519043
sq_det,-6,29,0,9,2.304680824279785
tfmf_1block,-6,29,0,11,12.746935844421387
tfmf_2block,-6,29,0,14,12.793116569519043
sq_det,-6,30,1,13,2.304680824279785
tfmf_1block,-6,30,0,14,12.746935844421387
tfmf_2block,-6,30,0,10,12.793116569519043
sq_det,-6,31,1,14,2.304680824279785
tfmf_1block,-6,31,0,10,12.746935844421387
tfmf_2block,-6,31,0,14,12.793116569519043
sq_det,-6,32,0,18,2.304680824279785
tfmf_1block,-6,32,0,13,12.746935844421387
tfmf_2block,-6,32,0,12,12.793116569519043
sq_det,-6,33,1,14,2.304680824279785
tfmf_1block,-6,33,0,11,12.746935844421387
tfmf_2block,-6,33,0,10,12.793116569519043
sq_det,-6,34,1,12,2.304680824279785
tfmf_1block,-6,34,0,11,12.746935844421387
tfmf_2block,-6,34,0,11,12.793116569519043
sq_det,-6,35,1,10,2.304680824279785
tfmf_1block,-6,35,0,10,12.746935844421387
tfmf_2block,-6,35,0,14,12.793116569519043
sq_det,-6,36,1,15,2.304680824279785
tfmf_1block,-6,36,0,13,12.746935844421387
tfmf_2block,-6,36,0,13,12.793116569519043
sq_det,-6,37,1,8,2.304680824279785
tfmf_1block,-6,37,0,13,12.746935844421387
tfmf_2block,-6,37,0,8,12.793116569519043
sq_det,-6,38,0,8,2.304680824279785
tfmf_1block,-6,38,0,16,12.746935844421387
tfmf_2block,-6,38,0,7,12.793116569519043
sq_det,-6,39,0,9,2.304680824279785
tfmf_1block,-6,39,0,9,12.746935844421387
tfmf_2block,-6,39,0,12,12.793116569519043
sq_det,-6,40,0,8,2.304680824279785
tfmf_1block,-6,40,0,14,12.746935844421387
tfmf_2block,-6,40,0,11,12.793116569519043
sq_det,-6,41,1,10,2.304680824279785
tfmf_1block,-6,41,0,9,12.746935844421387
tfmf_2block,-6,41,0,9,12.793116569519043
sq_det,-6,42,1,10,2.304680824279785
tfmf_1block,-6,42,0,20,12.746935844421387
tfmf_2block,-6,42,0,14,12.793116569519043
sq_det,-6,43,0,3,2.304680824279785
tfmf_1block,-6,43,0,12,12.746935844421387
tfmf_2block,-6,43,0,10,12.793116569519043
sq_det,-6,44,0,3,2.304680824279785
tfmf_1block,-6,44,0,10,12.746935844421387
tfmf_2block,-6,44,0,10,12.793116569519043
sq_det,-6,45,1,11,2.304680824279785
tfmf_1block,-6,45,0,16,12.746935844421387
tfmf_2block,-6,45,0,7,12.793116569519043
sq_det,-6,46,0,13,2.304680824279785
tfmf_1block,-6,46,0,12,12.746935844421387
tfmf_2block,-6,46,0,5,12.793116569519043
sq_det,-6,47,0,10,2.304680824279785
tfmf_1block,-6,47,0,14,12.746935844421387
tfmf_2block,-6,47,0,16,12.793116569519043
sq_det,-6,48,0,9,2.304680824279785
tfmf_1block,-6,48,0,18,12.746935844421387
tfmf_2block,-6,48,0,6,12.793116569519043
sq_det,-6,49,0,11,2.304680824279785
tfmf_1block,-6,49,0,11,12.746935844421387
tfmf_2block,-6,49,0,7,12.793116569519043
sq_det,-5,0,1,9,2.304680824279785
tfmf_1block,-5,0,0,4,12.746935844421387
tfmf_2block,-5,0,0,13,12.793116569519043
sq_det,-5,1,0,11,2.304680824279785
tfmf_1block,-5,1,0,7,12.746935844421387
tfmf_2block,-5,1,0,12,12.793116569519043
sq_det,-5,2,1,15,2.304680824279785
tfmf_1block,-5,2,0,13,12.746935844421387
tfmf_2block,-5,2,0,13,12.793116569519043
sq_det,-5,3,0,6,2.304680824279785
tfmf_1block,-5,3,0,6,12.746935844421387
tfmf_2block,-5,3,0,7,12.793116569519043
sq_det,-5,4,0,13,2.304680824279785
tfmf_1block,-5,4,0,14,12.746935844421387
tfmf_2block,-5,4,0,8,12.793116569519043
sq_det,-5,5,0,4,2.304680824279785
tfmf_1block,-5,5,0,8,12.746935844421387
tfmf_2block,-5,5,0,14,12.793116569519043
sq_det,-5,6,1,15,2.304680824279785
tfmf_1block,-5,6,0,18,12.746935844421387
tfmf_2block,-5,6,0,7,12.793116569519043
sq_det,-5,7,1,10,2.304680824279785
tfmf_1block,-5,7,0,11,12.746935844421387
tfmf_2block,-5,7,0,13,12.793116569519043
sq_det,-5,8,0,10,2.304680824279785
tfmf_1block,-5,8,0,11,12.746935844421387
tfmf_2block,-5,8,0,11,12.793116569519043
sq_det,-5,9,0,5,2.304680824279785
tfmf_1block,-5,9,0,15,12.746935844421387
tfmf_2block,-5,9,0,12,12.793116569519043
sq_det,-5,10,0,8,2.304680824279785
tfmf_1block,-5,10,0,13,12.746935844421387
tfmf_2block,-5,10,0,10,12.793116569519043
sq_det,-5,11,0,6,2.304680824279785
tfmf_1block,-5,11,0,18,12.746935844421387
tfmf_2block,-5,11,0,6,12.793116569519043
sq_det,-5,12,1,8,2.304680824279785
tfmf_1block,-5,12,0,6,12.746935844421387
tfmf_2block,-5,12,0,14,12.793116569519043
sq_det,-5,13,1,6,2.304680824279785
tfmf_1block,-5,13,0,9,12.746935844421387
tfmf_2block,-5,13,0,11,12.793116569519043
sq_det,-5,14,0,11,2.304680824279785
tfmf_1block,-5,14,0,20,12.746935844421387
tfmf_2block,-5,14,0,10,12.793116569519043
sq_det,-5,15,0,11,2.304680824279785
tfmf_1block,-5,15,0,9,12.746935844421387
tfmf_2block,-5,15,0,16,12.793116569519043
sq_det,-5,16,0,7,2.304680824279785
tfmf_1block,-5,16,0,6,12.746935844421387
tfmf_2block,-5,16,0,9,12.793116569519043
sq_det,-5,17,1,16,2.304680824279785
tfmf_1block,-5,17,0,12,12.746935844421387
tfmf_2block,-5,17,0,15,12.793116569519043
sq_det,-5,18,1,11,2.304680824279785
tfmf_1block,-5,18,0,14,12.746935844421387
tfmf_2block,-5,18,0,14,12.793116569519043
sq_det,-5,19,1,9,2.304680824279785
tfmf_1block,-5,19,0,12,12.746935844421387
tfmf_2block,-5,19,0,9,12.793116569519043
sq_det,-5,20,1,5,2.304680824279785
tfmf_1block,-5,20,0,18,12.746935844421387
tfmf_2block,-5,20,0,12,12.793116569519043
sq_det,-5,21,0,19,2.304680824279785
tfmf_1block,-5,21,0,13,12.746935844421387
tfmf_2block,-5,21,0,9,12.793116569519043
sq_det,-5,22,1,17,2.304680824279785
tfmf_1block,-5,22,0,9,12.746935844421387
tfmf_2block,-5,22,0,16,12.793116569519043
sq_det,-5,23,1,6,2.304680824279785
tfmf_1block,-5,23,0,9,12.746935844421387
tfmf_2block,-5,23,0,4,12.793116569519043
sq_det,-5,24,1,14,2.304680824279785
tfmf_1block,-5,24,0,13,12.746935844421387
tfmf_2block,-5,24,0,8,12.793116569519043
sq_det,-5,25,0,13,2.304680824279785
tfmf_1block,-5,25,0,14,12.746935844421387
tfmf_2block,-5,25,0,14,12.793116569519043
sq_det,-5,26,0,8,2.304680824279785
tfmf_1block,-5,26,0,11,12.746935844421387
tfmf_2block,-5,26,0,6,12.793116569519043
sq_det,-5,27,0,9,2.304680824279785
tfmf_1block,-5,27,0,14,12.746935844421387
tfmf_2block,-5,27,0,4,12.793116569519043
sq_det,-5,28,0,11,2.304680824279785
tfmf_1block,-5,28,0,8,12.746935844421387
tfmf_2block,-5,28,0,10,12.793116569519043
sq_det,-5,29,0,9,2.304680824279785
tfmf_1block,-5,29,0,19,12.746935844421387
tfmf_2block,-5,29,0,10,12.793116569519043
sq_det,-5,30,0,6,2.304680824279785
tfmf_1block,-5,30,0,14,12.746935844421387
tfmf_2block,-5,30,0,15,12.793116569519043
sq_det,-5,31,1,16,2.304680824279785
tfmf_1block,-5,31,0,16,12.746935844421387
tfmf_2block,-5,31,0,11,12.793116569519043
sq_det,-5,32,1,10,2.304680824279785
tfmf_1block,-5,32,0,15,12.746935844421387
tfmf_2block,-5,32,0,10,12.793116569519043
sq_det,-5,33,1,23,2.304680824279785
tfmf_1block,-5,33,0,9,12.746935844421387
tfmf_2block,-5,33,0,14,12.793116569519043
sq_det,-5,34,0,12,2.304680824279785
tfmf_1block,-5,34,0,9,12.746935844421387
tfmf_2block,-5,34,0,10,12.793116569519043
sq_det,-5,35,1,12,2.304680824279785
tfmf_1block,-5,35,0,13,12.746935844421387
tfmf_2block,-5,35,0,10,12.793116569519043
sq_det,-5,36,1,13,2.304680824279785
